Year,NOC,Gold_rate,Silver_rate,Bronze_rate,Host,SWA,DIV,OWS,SWM,WPO,ARC,ATH,BK3,BOX,BKG,CSL,BMF,BMX,MTB,CRD,CTR,EDR,EVE,EJP,FEN,HOC,FBL,GLF,GAR,GRY,GTR,HBL,JUD,MPN,ROW,RU7,SAL,SHO,SKB,CLB,SRF,TTE,TRI,VBV,WLF,WRF,WRG
1964,USA,0.2926829268292683,0.22807017543859648,0.23140495867768596,0,0.0,0.75,0.0,1.0925925925925926,0.0,0.0,0.4907407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.041666666666666664,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.26666666666666666,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.0,0.0
1968,USA,0.3103448275862069,0.2028985507246377,0.2236842105263158,0,0.0,0.75,0.0,0.9655172413793104,0.0,0.0,0.5231481481481481,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.8333333333333333,0.5416666666666666,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.3,1.3571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,USA,0.22758620689655173,0.18452380952380953,0.1595744680851064,0,0.0,0.0,0.0,1.1724137931034482,0.0,0.0,0.6842105263157895,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0,0.25,2.6666666666666665,1.5833333333333333,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.3333333333333333,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
1976,USA,0.22818791946308725,0.22151898734177214,0.13812154696132597,0,0.0,0.375,0.0,1.7692307692307692,0.0,0.0,0.43243243243243246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.3333333333333333,0.125,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
1988,USA,0.1935483870967742,0.15270935960591134,0.12385321100917432,0,0.0,0.5,0.0,0.0967741935483871,0.0,2.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.5,0.0,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,USA,0.17209302325581396,0.1552511415525114,0.137546468401487,0,0.0,0.0,0.0,1.8387096774193548,14.0,2.0,1.0232558139534884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.8571428571428571,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1
1996,USA,0.16236162361623616,0.11721611721611722,0.08389261744966443,1,0.0,1.5,0.0,1.21875,2.0,0.0,1.2272727272727273,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0.25,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.25,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.5,0.1
2000,USA,0.12333333333333334,0.08,0.09785932721712538,0,0.0,0.0,0.0,2.078125,3.0,1.25,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8333333333333333,1.5,0.0,0.0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.5714285714285714,0.0,0.696969696969697,0.35294117647058826,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
2004,USA,0.11960132890365449,0.13,0.08,0,0.0,0.375,0.0,2.09375,6.0,1.0833333333333333,0.8188405797101449,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.2727272727272727,0.16666666666666669,0.0,0.0,0.0,0.0,0.75,1.5,0.26666666666666666,0.0,0.7142857142857143
2008,USA,0.11920529801324503,0.12871287128712872,0.1048158640226629,0,0.0,0.1875,0.0,2.625,2.0,0.7083333333333333,0.7553191489361702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.25,3.0,0.4,0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9642857142857143,0.0,0.1212121212121212,0.4222222222222223,0.0,0.0,0.0,0.0,1.0,1.75,0.03333333333333333,0.0,0.0
2012,USA,0.15841584158415842,0.08524590163934426,0.08522727272727272,0,0.0,0.0,0.0,2.6875,13.833333333333334,0.0,0.9290780141843973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,3.25,0.75,0,16.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2142857142857142,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2016,USA,0.1503267973856209,0.12052117263843648,0.10584958217270195,0,0.0,0.625,0.0,2.3125,6.916666666666666,0.75,0.9787234042553193,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.166666666666667,0.38333333333333336,0,10.5,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.75,0.0,0.0,0.611111111111111,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.25,0.0
2020,USA,0.11470588235294117,0.12130177514792899,0.08208955223880597,0,0.0,0.25,0.5,1.6714285714285715,12.333333333333332,0.7333333333333334,0.5104166666666666,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0.16666666666666666,0.16666666666666666,1.0,0.4861111111111111,0,3.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.38095238095238093,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
2024,USA,0.12195121951219512,0.1345565749235474,0.109375,0,0.0,0.625,0.0,1.7428571428571429,6.0,0.33333333333333337,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,3.0,0.375,0,3.5,3.0,1.3571428571428572,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.0,0.0,0.26666666666666666,0.25,0.0,1.5,0.0,0.6666666666666666,0.0,0.0,0.4166666666666667,0.0
